Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,276631,630696,252303,56207,427664,1643501
cube.jpg,1024x1792,1356268,3317808,1865209,361659,2479845,9380789
build.jpg,1312x1920,2069284,4449875,2475506,466109,3409848,12870622
dog.jpg,480x640,280701,730174,240939,62995,528606,1843415
street.jpg,1920x1280,1875216,4063561,2310026,459591,6475097,15183491
car.jpg,1280x720,721958,1648078,726866,128320,878016,4103238
lake.jpg,1280x848,832537,1891058,893606,150630,2367789,6135620
platinum.jpg,2016x2864,4509530,9155355,6832990,1285442,7090953,28874270
cat.jpg,1280x848,775057,1776581,879341,142052,1755935,5328966
car2.jpg,2560x1440,2822133,5646795,3895551,708819,5673280,18746578
female2.jpg,3840x2160,6942970,13052127,9883353,1882509,10732082,42493041
bakery.jpg,3984x2880,12596161,18035418,13796707,2599431,14017667,61045384
earth.jpg,7680x4320,35166584,53381141,40286950,7391342,41389965,177615982
mountain.jpg,1792x1024,1298417,2857632,1636014,256130,2659517,8707710
female.jpg,1920x1072,1452890,3272434,1796758,302194,2234782,9059058
cupoi.jpg,5952x3648,25414003,35364972,26916215,5004879,40098955,132799024
