Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,497639,790881,276941,120249,367736,2053446
cube.jpg,1024x1792,1517669,3194160,1162878,420597,1510291,7805595
build.jpg,1312x1920,2279426,4271772,1612434,626870,1764231,10554733
dog.jpg,480x640,390588,882324,248603,144770,437515,2103800
street.jpg,1920x1280,1997924,4093411,1722650,499046,3567347,11880378
car.jpg,1280x720,1017613,1935931,517917,233691,614498,4319650
lake.jpg,1280x848,1052196,2127127,705621,258713,1497448,5641105
platinum.jpg,2016x2864,4360485,9324530,5748002,1393770,3897909,24724696
cat.jpg,1280x848,1131168,2022857,699683,262596,1255370,5371674
car2.jpg,2560x1440,2865907,5815345,2863932,728540,3096833,15370557
female2.jpg,3840x2160,6265825,12772471,8911931,2015029,5342024,35307280
bakery.jpg,3984x2880,10985362,17792913,12838561,2921651,6679922,51218409
earth.jpg,7680x4320,34533155,55296124,37341000,8201980,20296310,155668569
mountain.jpg,1792x1024,2264968,3018689,1032647,362091,1770138,8448533
female.jpg,1920x1072,1982408,3425050,1131838,385225,1227291,8151812
cupoi.jpg,5952x3648,22905147,35790014,25299643,5462029,17455064,106911897
