Image,ProcessingTime(s)
bakery.jpg,0.20601
build.jpg,0.04949
car.jpg,0.0168809
car2.jpg,0.0742888
cat.jpg,0.0223397
cube.jpg,0.03495
cupoi.jpg,0.439904
dog.jpg,0.0138651
earth.jpg,0.609578
female.jpg,0.0346158
female2.jpg,0.153895
lake.jpg,0.0286956
machine.jpg,0.00590712
mountain.jpg,0.0357533
platinum.jpg,0.109064
street.jpg,0.0578665
