Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,1431547,1608385,796751,673297,1077399,5587379
cube.jpg,1024x1792,7048371,6722083,2287745,1375193,4063319,21496711
build.jpg,1312x1920,8696645,8267122,3157712,1388486,5203227,26713192
dog.jpg,480x640,1774847,1878077,848727,807446,1238049,6547146
street.jpg,1920x1280,6346124,8450793,3162515,1423740,8915238,28298410
car.jpg,1280x720,3401582,3348040,1273605,788760,1453744,10265731
lake.jpg,1280x848,3927965,3936072,1341824,1011354,2855204,13072419
platinum.jpg,2016x2864,19138754,16233424,6957294,2238532,7260984,51828988
cat.jpg,1280x848,3697065,3822902,1456465,975022,2802032,12753486
car2.jpg,2560x1440,12124328,12371244,4591377,1753248,7392019,38232216
female2.jpg,3840x2160,25878511,23675138,9597826,2727599,13039020,74918094
bakery.jpg,3984x2880,31638941,31494823,13404982,3560381,11983314,92082441
earth.jpg,7680x4320,81644157,97069007,35813808,7711856,40009550,262248378
mountain.jpg,1792x1024,5769345,6399787,2184848,1206800,4508068,20068848
female.jpg,1920x1072,6729367,6924085,2336486,1304020,2834480,20128438
cupoi.jpg,5952x3648,61801646,60278330,23198876,5782220,44959029,196020101
