Image,ProcessingTime(s)
bakery.jpg,0.129208
build.jpg,0.0333773
car.jpg,0.0113026
car2.jpg,0.0405827
cat.jpg,0.0153402
cube.jpg,0.0269612
cupoi.jpg,0.251022
dog.jpg,0.00592114
earth.jpg,0.412764
female.jpg,0.0382309
female2.jpg,0.0996339
lake.jpg,0.0409671
machine.jpg,0.0062586
mountain.jpg,0.0275487
platinum.jpg,0.0716266
street.jpg,0.0340795
