Image,ProcessingTime(s)
bakery.jpg,0.0852109
build.jpg,0.0212878
car.jpg,0.00678909
car2.jpg,0.028559
cat.jpg,0.0105267
cube.jpg,0.0180331
cupoi.jpg,0.174886
dog.jpg,0.00227075
earth.jpg,0.268141
female.jpg,0.0208242
female2.jpg,0.0655995
lake.jpg,0.0122215
machine.jpg,0.0029733
mountain.jpg,0.0215348
platinum.jpg,0.0472922
street.jpg,0.0267048
