Image,ProcessingTime(s)
bakery.jpg,0.256213
build.jpg,0.0756563
car.jpg,0.0200169
car2.jpg,0.0854281
cat.jpg,0.0378243
cube.jpg,0.0573245
cupoi.jpg,0.50863
dog.jpg,0.00976114
earth.jpg,0.725119
female.jpg,0.061424
female2.jpg,0.204869
lake.jpg,0.0428768
machine.jpg,0.00859843
mountain.jpg,0.0638332
platinum.jpg,0.155747
street.jpg,0.0794694
