Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,370943,851956,236619,134108,379542,1973168
cube.jpg,1024x1792,1797100,4253775,1258952,443569,1804461,9557857
build.jpg,1312x1920,2155076,5064063,1794287,508706,2003428,11525560
dog.jpg,480x640,353548,869965,271806,123791,396249,2015359
street.jpg,1920x1280,2032698,5080319,1804070,573963,4098627,13589677
car.jpg,1280x720,835187,1959866,594561,289576,691157,4370347
lake.jpg,1280x848,979471,2238143,792536,256175,1620322,5886647
platinum.jpg,2016x2864,4657527,11352612,5491309,1382062,4439227,27322737
cat.jpg,1280x848,1298034,2416955,593474,276050,1518456,6102969
car2.jpg,2560x1440,3083451,7886065,2901832,813508,3744994,18429850
female2.jpg,3840x2160,6582396,14380044,8815884,1952807,6058568,37789699
bakery.jpg,3984x2880,10951993,19648837,12436627,2680125,7492054,53209636
earth.jpg,7680x4320,35615586,61373258,36338637,7478816,23026401,163832698
mountain.jpg,1792x1024,1712802,3774265,1299349,435771,2205787,9427974
female.jpg,1920x1072,1818391,3927670,1262656,415137,1430625,8854479
cupoi.jpg,5952x3648,23499101,41592211,24225706,5197863,20323618,114838499
