Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,1523485,2045693,1064466,888584,1147028,6669256
cube.jpg,1024x1792,6740758,6295391,2322591,1379428,3649528,20387696
build.jpg,1312x1920,7921659,7796520,2883983,1434056,4686457,24722675
dog.jpg,480x640,1652451,1885521,931780,925351,1209692,6604795
street.jpg,1920x1280,8509305,7528675,2941671,1526761,7911539,28417951
car.jpg,1280x720,3485847,3411265,1354104,1175336,1613973,11040525
lake.jpg,1280x848,4072453,4202603,1522154,1079956,2964627,13841793
platinum.jpg,2016x2864,16175376,16950109,7098543,2453130,7053439,49730597
cat.jpg,1280x848,3984422,3950125,1550736,1038091,2774688,13298062
car2.jpg,2560x1440,12235513,10841838,4587194,1839614,6681742,36185901
female2.jpg,3840x2160,22984088,22716653,10203480,2744793,11647502,70296516
bakery.jpg,3984x2880,30546135,32342678,13375681,3480246,11771742,91516482
earth.jpg,7680x4320,92801348,86712922,38190571,8178502,37328051,263211394
mountain.jpg,1792x1024,6506587,5810949,2141289,1278941,4023644,19761410
female.jpg,1920x1072,7006482,6636237,2360341,1306629,2616095,19925784
cupoi.jpg,5952x3648,56594723,63448831,25671826,5971598,43103410,194790388
