Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,264396,566359,256476,64663,381000,1532894
cube.jpg,1024x1792,1316370,3055686,1995284,427802,2760770,9555912
build.jpg,1312x1920,1898777,4368639,2479000,479990,4252632,13479038
dog.jpg,480x640,229779,605487,227220,54681,416996,1534163
street.jpg,1920x1280,1746161,3781342,2564913,538942,6742853,15374211
car.jpg,1280x720,661583,1441323,652504,123059,770199,3648668
lake.jpg,1280x848,822963,1757285,879493,153100,1944290,5557131
platinum.jpg,2016x2864,4753750,9670627,6704269,1289636,7731680,30149962
cat.jpg,1280x848,800727,1712135,876574,140168,1679460,5209064
car2.jpg,2560x1440,2821866,5526536,3354657,700342,5422527,17825928
female2.jpg,3840x2160,7311083,12477982,9486068,1861753,10369460,41506346
bakery.jpg,3984x2880,13135970,17260785,13380783,2596419,13946304,60320261
earth.jpg,7680x4320,35832423,51705832,39100212,7405469,43045887,177089823
mountain.jpg,1792x1024,1304497,2684789,1570911,253781,2759281,8573259
female.jpg,1920x1072,1430686,2996487,1738609,275356,2123028,8564166
cupoi.jpg,5952x3648,23659388,33570456,25996894,4967965,35372078,123566781
