Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,369994,841011,253065,124753,387046,1975869
cube.jpg,1024x1792,1864091,3036808,1036867,423138,1406143,7767047
build.jpg,1312x1920,2253480,3976303,1565480,499975,1712004,10007242
dog.jpg,480x640,702481,1047689,226246,124027,359950,2460393
street.jpg,1920x1280,2132230,3833474,1514684,423925,3339166,11243479
car.jpg,1280x720,1576095,1541742,599672,236644,644102,4598255
lake.jpg,1280x848,1374986,1850053,671871,275922,1403547,5576379
platinum.jpg,2016x2864,4200971,8598687,5778126,1430627,3690261,23698672
cat.jpg,1280x848,1248787,1952982,733735,262418,1257029,5454951
car2.jpg,2560x1440,2844343,5474831,2915903,756448,3192536,15184061
female2.jpg,3840x2160,6147805,12307957,9573861,2170137,5245333,35445093
bakery.jpg,3984x2880,10947575,17270908,13396323,3014398,6556131,51185335
earth.jpg,7680x4320,35397055,55166636,38204103,8447967,19650310,156866071
mountain.jpg,1792x1024,1972403,2891041,997843,351634,1725835,7938756
female.jpg,1920x1072,1967097,3147119,1158231,416369,1237010,7925826
cupoi.jpg,5952x3648,22090210,34648689,26027482,5576970,17897862,106241213
