Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,556638,777546,241823,124811,361665,2062483
cube.jpg,1024x1792,1588642,3629767,1260796,418790,1540277,8438272
build.jpg,1312x1920,2295889,4761098,1837307,602199,1942087,11438580
dog.jpg,480x640,342743,851339,213596,118357,413223,1939258
street.jpg,1920x1280,1994974,4581996,1771753,578534,3721360,12648617
car.jpg,1280x720,802727,2019249,481326,199643,598607,4101552
lake.jpg,1280x848,971224,2298781,621888,311617,1584058,5787568
platinum.jpg,2016x2864,4499253,10279050,5719118,1408026,4097731,26003178
cat.jpg,1280x848,1014510,2333941,699709,295060,1470421,5813641
car2.jpg,2560x1440,2988030,6685188,2884417,847311,3603256,17008202
female2.jpg,3840x2160,6785203,15000301,8678823,2064293,5874935,38403555
bakery.jpg,3984x2880,11709497,21404887,12605089,2793882,7221813,55735168
earth.jpg,7680x4320,35646214,65474254,36162892,7645028,21649679,166578067
mountain.jpg,1792x1024,2153800,3425696,1168476,421007,1958334,9127313
female.jpg,1920x1072,1670645,3771211,1127274,427553,1296614,8293297
cupoi.jpg,5952x3648,22738398,40753649,24155403,5247829,18816226,111711505
