Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,2886484,2365788,1718226,1632641,1892865,10496004
cube.jpg,1024x1792,5940865,5483314,2563522,2038105,4163184,20188990
build.jpg,1312x1920,7045330,6207929,2928690,1983026,4097560,22262535
dog.jpg,480x640,3046633,2892882,1980838,2189950,2622384,12732687
street.jpg,1920x1280,6361097,6554180,2845644,2009242,6284103,24054266
car.jpg,1280x720,3942997,3348255,2097128,1817980,2312547,13518907
lake.jpg,1280x848,3963695,3597673,2173177,1806109,2823193,14363847
platinum.jpg,2016x2864,11815330,11314617,6978366,2761695,6026551,38896559
cat.jpg,1280x848,4354571,4216326,2453046,1854371,2935951,15814265
car2.jpg,2560x1440,8542288,8998025,4113496,2252363,5962512,29868684
female2.jpg,3840x2160,15082549,15465637,10340681,2914371,9245217,53048455
bakery.jpg,3984x2880,21126659,21276902,14726054,3684717,8623224,69437556
earth.jpg,7680x4320,60277531,56091219,39409668,9401984,24816070,189996472
mountain.jpg,1792x1024,5467500,5210417,2500753,2121850,3873123,19173643
female.jpg,1920x1072,6526082,5837269,2640836,2230453,3035357,20269997
cupoi.jpg,5952x3648,39666556,40009281,26363302,6444168,27409635,139892942
