Image,ProcessingTime(s)
bakery.jpg,0.232955
build.jpg,0.0429153
car.jpg,0.0153968
car2.jpg,0.0807341
cat.jpg,0.0307076
cube.jpg,0.0394057
cupoi.jpg,0.386711
dog.jpg,0.00827397
earth.jpg,0.580721
female.jpg,0.0411792
female2.jpg,0.145356
lake.jpg,0.0327321
machine.jpg,0.00704058
mountain.jpg,0.0478461
platinum.jpg,0.105247
street.jpg,0.0567087
