Image,ProcessingTime(s)
bakery.jpg,0.391703
build.jpg,0.104549
car.jpg,0.0398377
car2.jpg,0.14306
cat.jpg,0.050402
cube.jpg,0.0705789
cupoi.jpg,0.749694
dog.jpg,0.0234573
earth.jpg,1.09906
female.jpg,0.103559
female2.jpg,0.28478
lake.jpg,0.0593266
machine.jpg,0.0151264
mountain.jpg,0.0801517
platinum.jpg,0.196481
street.jpg,0.107652
