Image,ProcessingTime(s)
bakery.jpg,0.453533
build.jpg,0.135875
car.jpg,0.0554748
car2.jpg,0.187941
cat.jpg,0.0664999
cube.jpg,0.100005
cupoi.jpg,0.89476
dog.jpg,0.020937
earth.jpg,1.30102
female.jpg,0.122829
female2.jpg,0.356861
lake.jpg,0.0695179
machine.jpg,0.018451
mountain.jpg,0.0965371
platinum.jpg,0.310003
street.jpg,0.147083
