Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,599832,1605250,353345,182603,653456,3394486
cube.jpg,1024x1792,2458597,7806981,1618736,442558,2876720,15203592
build.jpg,1312x1920,3744266,10914776,2718647,782343,3765417,21925449
dog.jpg,480x640,494241,1602121,293359,166125,646790,3202636
street.jpg,1920x1280,3239445,9507935,2320691,617677,7585898,23271646
car.jpg,1280x720,1227575,3722660,692283,292836,1121553,7056907
lake.jpg,1280x848,1444299,4209352,836623,300011,3123904,9914189
platinum.jpg,2016x2864,6772858,21331898,5357772,1377000,7502609,42342137
cat.jpg,1280x848,1456217,4321430,759762,259525,2573822,9370756
car2.jpg,2560x1440,4301801,12835110,3271732,813709,6264312,27486664
female2.jpg,3840x2160,9708251,28914188,8022664,2010530,10420018,59075651
bakery.jpg,3984x2880,16628827,40856787,11440121,2728687,12682121,84336543
earth.jpg,7680x4320,50473555,119618016,33411191,7092656,40980290,251575708
mountain.jpg,1792x1024,2318168,6486590,1421379,402676,3612058,14240871
female.jpg,1920x1072,3000057,8565948,2059140,548587,2667636,16841368
cupoi.jpg,5952x3648,36469553,88318369,23920775,5270472,38618641,192597810
