Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,1507356,1893526,690226,552130,1044893,5688131
cube.jpg,1024x1792,6915881,7701377,2520787,1221030,4280888,22639963
build.jpg,1312x1920,9235716,9857495,3276880,1350793,4994473,28715357
dog.jpg,480x640,1589167,1855160,815189,634905,1165685,6060106
street.jpg,1920x1280,8285301,10439842,3266219,1291914,11762236,35045512
car.jpg,1280x720,3581611,3898486,1159278,658581,1587951,10885907
lake.jpg,1280x848,4437869,4778534,1542195,855126,3387590,15001314
platinum.jpg,2016x2864,20710420,19774717,7052863,2258838,8739603,58536441
cat.jpg,1280x848,4205654,4575333,1391376,834906,2960175,13967444
car2.jpg,2560x1440,12015510,13123109,4403989,1632914,8269478,39445000
female2.jpg,3840x2160,28969648,30304028,9046303,2857218,16078411,87255608
bakery.jpg,3984x2880,35575061,37688384,12432947,3724641,14901730,104322763
earth.jpg,7680x4320,101992504,112437450,35154994,8160034,51884348,309629330
mountain.jpg,1792x1024,6732932,7358494,2248643,1113959,5048799,22502827
female.jpg,1920x1072,7782468,7436481,2560467,1095268,3220461,22095145
cupoi.jpg,5952x3648,72341965,73904130,22741622,5715274,56558234,231261225
