Image,ProcessingTime(s)
bakery.jpg,0.101863
build.jpg,0.0240821
car.jpg,0.00808066
car2.jpg,0.0343904
cat.jpg,0.0107346
cube.jpg,0.0185105
cupoi.jpg,0.200183
dog.jpg,0.00535067
earth.jpg,0.297246
female.jpg,0.0243222
female2.jpg,0.0756823
lake.jpg,0.0261543
machine.jpg,0.00389854
mountain.jpg,0.0397073
platinum.jpg,0.0539186
street.jpg,0.0412349
