Image,ProcessingTime(s)
bakery.jpg,0.305624
build.jpg,0.093957
car.jpg,0.0332728
car2.jpg,0.11698
cat.jpg,0.0454138
cube.jpg,0.0762275
cupoi.jpg,0.597732
dog.jpg,0.0178176
earth.jpg,0.891898
female.jpg,0.076403
female2.jpg,0.24714
lake.jpg,0.0509603
machine.jpg,0.0178695
mountain.jpg,0.0800522
platinum.jpg,0.184622
street.jpg,0.0819236
