Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,403639,883402,267219,139170,424954,2118384
cube.jpg,1024x1792,1689071,4234487,1340352,444078,1794683,9502671
build.jpg,1312x1920,2431229,5707595,2038560,586482,2293752,13057618
dog.jpg,480x640,418733,1024647,271030,147456,467962,2329828
street.jpg,1920x1280,2246857,5494181,2023557,599393,4475378,14839366
car.jpg,1280x720,969387,2215954,628466,262573,736777,4813157
lake.jpg,1280x848,996175,2540546,717914,250867,1788887,6294389
platinum.jpg,2016x2864,5018515,12381280,5726695,1353214,4851192,29330896
cat.jpg,1280x848,1313579,2588015,675767,248469,1609955,6435785
car2.jpg,2560x1440,3343717,8085164,3151971,818955,3950194,19350001
female2.jpg,3840x2160,7257559,17738621,8847208,1950741,7117911,42912040
bakery.jpg,3984x2880,12620925,24049884,12310176,2685579,8805547,60472111
earth.jpg,7680x4320,34834114,64844649,36136079,7079760,24517177,167411779
mountain.jpg,1792x1024,1687334,3960880,1284989,425546,2279638,9638387
female.jpg,1920x1072,1840041,4403021,1442252,381488,1566868,9633670
cupoi.jpg,5952x3648,23485604,45396449,24577387,4933903,22370095,120763438
