Image,ProcessingTime(s)
bakery.jpg,0.0687788
build.jpg,0.014985
car.jpg,0.00589879
car2.jpg,0.0254941
cat.jpg,0.00774753
cube.jpg,0.0113372
cupoi.jpg,0.149941
dog.jpg,0.00188959
earth.jpg,0.214174
female.jpg,0.01301
female2.jpg,0.0529824
lake.jpg,0.0103065
machine.jpg,0.00224428
mountain.jpg,0.0123175
platinum.jpg,0.0348871
street.jpg,0.0182005
