Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,2467017,2873891,1572353,1429352,1907038,10249651
cube.jpg,1024x1792,5818413,6127342,2762274,1805790,3849395,20363214
build.jpg,1312x1920,6359464,6753878,2797297,2105886,4220669,22237194
dog.jpg,480x640,2356668,2482375,1629375,1312827,2090527,9871772
street.jpg,1920x1280,6144636,6386946,2861247,2041447,6396135,23830411
car.jpg,1280x720,3526918,3790133,1855475,1680477,2128812,12981815
lake.jpg,1280x848,4163935,3693237,2179680,1758135,2868500,14663487
platinum.jpg,2016x2864,12909344,11361163,7200898,2379592,5953520,39804517
cat.jpg,1280x848,3840758,3374159,1999268,1809104,2769035,13792324
car2.jpg,2560x1440,8378385,8217964,4205610,2181823,5754857,28738639
female2.jpg,3840x2160,15874684,14792507,10491997,2880817,9013925,53053930
bakery.jpg,3984x2880,21646217,21130279,14437919,3652078,8792628,69659121
earth.jpg,7680x4320,64288440,60274119,38573960,9108514,26240683,198485716
mountain.jpg,1792x1024,5275994,4807824,2392420,2014607,4063704,18554549
female.jpg,1920x1072,6320744,5332928,2633075,1898780,2874120,19059647
cupoi.jpg,5952x3648,41958012,38980020,26846255,6590305,27517642,141892234
