Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,437249,1000090,278126,129106,442361,2286932
cube.jpg,1024x1792,1890781,4580911,1470751,523297,2054811,10520551
build.jpg,1312x1920,2686178,7086307,2219884,539839,2577391,15109599
dog.jpg,480x640,441470,1103944,282777,156867,477250,2462308
street.jpg,1920x1280,2585103,6658747,2213915,597196,5516945,17571906
car.jpg,1280x720,914968,2475898,745200,248020,880104,5264190
lake.jpg,1280x848,1132356,2799655,817185,266763,2031297,7047256
platinum.jpg,2016x2864,5055798,12459325,5990785,1375785,5272656,30154349
cat.jpg,1280x848,1081617,2752794,696425,235535,1746744,6513115
car2.jpg,2560x1440,3504496,9054760,3454948,832414,4512647,21359265
female2.jpg,3840x2160,8321775,21725227,8527489,2146128,8011630,48732249
bakery.jpg,3984x2880,12815435,24999358,12308153,2610490,8604291,61337727
earth.jpg,7680x4320,38900763,73926458,35746335,7070479,28245147,183889182
mountain.jpg,1792x1024,1688680,4438741,1522213,434028,2502529,10586191
female.jpg,1920x1072,2037298,4753228,1611071,464342,1798827,10664766
cupoi.jpg,5952x3648,23652942,47461469,23940251,4876355,24489275,124420292
