Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,6180077,20774895,4215225,1295048,4034979,36500224
machine.jpg,640x480,682910,1708354,406129,131810,882856,3812059
cube.jpg,1024x1792,38497429,133576935,28583153,12736489,22018151,235412157
cube.jpg,1024x1792,1142159,3868016,1401163,366402,1961372,8739112
build.jpg,1312x1920,50076613,174737100,45176240,11814421,24828443,306632817
build.jpg,1312x1920,1536676,4643667,1613547,279200,2351349,10424439
dog.jpg,480x640,6121160,21723039,3824238,1305961,4374460,37348858
dog.jpg,480x640,314066,760951,205666,64461,412186,1757330
street.jpg,1920x1280,50828434,173213837,43350725,15212986,66464995,349070977
street.jpg,1920x1280,1547211,4064730,1962437,519714,4221948,12316040
car.jpg,1280x720,18303935,60796295,11812027,3408096,6786347,101106700
car.jpg,1280x720,684129,1577552,469603,137843,474314,3343441
lake.jpg,1280x848,22021294,79217106,17212312,7020689,27678601,153150002
lake.jpg,1280x848,724576,1966967,515835,123461,1348760,4679599
platinum.jpg,2016x2864,119027544,367625255,82634224,33229377,58577434,661093834
platinum.jpg,2016x2864,4004494,10671367,5862051,1265841,5042027,26845780
cat.jpg,1280x848,22795484,82582996,15524470,6826304,23552404,151281658
cat.jpg,1280x848,890398,1978353,580717,193685,1210847,4854000
car2.jpg,2560x1440,80239642,266291480,69399282,24791106,54595201,495316711
car2.jpg,2560x1440,2934426,8203828,3401609,813056,5693152,21046071
female2.jpg,3840x2160,200091561,518526407,133052656,67246749,89684211,1008601584
female2.jpg,3840x2160,6067065,17458583,10232343,2033064,8622113,44413168
bakery.jpg,3984x2880,254095315,777324071,196877464,84300491,106359643,1418956984
bakery.jpg,3984x2880,9496044,23811877,12262895,3176890,10149191,58896897
earth.jpg,7680x4320,847715509,2168459511,615470423,360977018,416553495,4409175956
earth.jpg,7680x4320,43358354,73629575,35741062,6767062,27171852,186667905
mountain.jpg,1792x1024,38775115,121584843,25183558,8969710,31528979,226042205
mountain.jpg,1792x1024,1149914,3073846,984549,256169,1795324,7259802
female.jpg,1920x1072,42848270,135405920,28125529,8066336,16576660,231022715
female.jpg,1920x1072,1386574,3478052,1392839,339713,1334994,7932172
cupoi.jpg,5952x3648,463651088,1691492074,501351309,197591157,338002873,3192088501
cupoi.jpg,5952x3648,26333308,48985215,23397699,5559910,26740651,131016783
