Image Name,Width x Height,Average Processing Time (ns)
machine.jpg,640x480,6678858
cube.jpg,1024x1792,20956736
build.jpg,1326x1920,26013617
dog.jpg,482x640,6355534
street.jpg,1920x1280,24868050
car.jpg,1280x720,12159510
lake.jpg,1280x855,13240081
platinum.jpg,2026x2866,54931901
cat.jpg,1280x853,14010261
car2.jpg,2560x1440,36538480
female2.jpg,3840x2160,77610194
bakery.jpg,3993x2894,117810464
earth.jpg,7680x4320,319149311
mountain.jpg,1792x1024,21560992
female.jpg,1920x1080,22484084
cupoi.jpg,5965x3648,210049481
