Image Name,Width x Height,Average Processing Time (ns)
machine.jpg,640x480,597445
cube.jpg,1024x1792,3609189
build.jpg,1326x1920,4761383
dog.jpg,482x640,577122
street.jpg,1920x1280,4570868
car.jpg,1280x720,2039564
lake.jpg,1280x855,2097499
platinum.jpg,2026x2866,10607004
cat.jpg,1280x853,2054733
car2.jpg,2560x1440,6730803
female2.jpg,3840x2160,15263967
bakery.jpg,1996x1447,5278041
earth.jpg,7680x4320,63776141
mountain.jpg,1792x1024,3405599
female.jpg,1920x1080,3817423
cupoi.jpg,5965x3648,41308630
