Image Name,Width x Height,Average Processing Time (ns)
machine.jpg,640x480,717047
cube.jpg,1024x1792,3978868
build.jpg,1326x1920,5170296
dog.jpg,482x640,643195
street.jpg,1920x1280,5257127
car.jpg,1280x720,2035861
lake.jpg,1280x855,2282902
platinum.jpg,2026x2866,11532276
cat.jpg,1280x853,2278150
car2.jpg,2560x1440,7433698
female2.jpg,3840x2160,16903580
bakery.jpg,1996x1447,5733424
earth.jpg,7680x4320,69181918
mountain.jpg,1792x1024,3715820
female.jpg,1920x1080,4155498
cupoi.jpg,5965x3648,44544014
