Image Name,Width x Height,Average Processing Time (ns)
machine.jpg,640x480,724163
cube.jpg,1024x1792,4095703
build.jpg,1326x1920,5530512
dog.jpg,482x640,696150
street.jpg,1920x1280,5405064
car.jpg,1280x720,2139896
lake.jpg,1280x855,2617475
platinum.jpg,2026x2866,12616821
cat.jpg,1280x853,2565159
car2.jpg,2560x1440,8119198
female2.jpg,3840x2160,18457881
bakery.jpg,1996x1447,6259008
earth.jpg,7680x4320,75238693
mountain.jpg,1792x1024,4042326
female.jpg,1920x1080,4454202
cupoi.jpg,5965x3648,48588546
