Image Name,Width x Height,Average Processing Time (ns)
machine.jpg,640x480,967096
cube.jpg,1024x1792,5811281
build.jpg,1326x1920,7939455
dog.jpg,482x640,964819
street.jpg,1920x1280,8046401
car.jpg,1280x720,3093671
lake.jpg,1280x855,3668311
platinum.jpg,2026x2866,18586491
cat.jpg,1280x853,3495747
car2.jpg,2560x1440,11877342
female2.jpg,3840x2160,26947250
bakery.jpg,1996x1447,9138483
earth.jpg,7680x4320,111914724
mountain.jpg,1792x1024,5862875
female.jpg,1920x1080,6529815
cupoi.jpg,5965x3648,70339409
