Image Name,Width x Height,Average Processing Time (ns)
machine.jpg,640x480,784903
cube.jpg,1024x1792,5936994
build.jpg,1326x1920,8213208
dog.jpg,482x640,707962
street.jpg,1920x1280,5504749
car.jpg,1280x720,2486585
lake.jpg,1280x855,2460815
platinum.jpg,2026x2866,13995599
cat.jpg,1280x853,2486528
car2.jpg,2560x1440,8025994
female2.jpg,3840x2160,18097803
bakery.jpg,1996x1447,6176858
earth.jpg,7680x4320,75998426
mountain.jpg,1792x1024,3995946
female.jpg,1920x1080,4548231
cupoi.jpg,5965x3648,47043312
