Image Name,Width x Height,Average Processing Time (ns)
machine.jpg,640x480,951319
cube.jpg,1024x1792,2955060
build.jpg,1326x1920,3966482
dog.jpg,482x640,464454
street.jpg,1920x1280,3995537
car.jpg,1280x720,1738627
lake.jpg,1280x855,1968734
platinum.jpg,2026x2866,8688025
cat.jpg,1280x853,1944490
car2.jpg,2560x1440,5682875
female2.jpg,3840x2160,13117066
bakery.jpg,1996x1447,4443246
earth.jpg,7680x4320,51616214
mountain.jpg,1792x1024,2735589
female.jpg,1920x1080,3048669
cupoi.jpg,5965x3648,32792452
