Image Name,Width x Height,Average Processing Time (ns)
machine.jpg,640x480,3693022
cube.jpg,1024x1792,22932216
build.jpg,1326x1920,31587966
dog.jpg,482x640,3710801
street.jpg,1920x1280,30784074
car.jpg,1280x720,11440457
lake.jpg,1280x855,13424105
platinum.jpg,2026x2866,72296245
cat.jpg,1280x853,13454296
car2.jpg,2560x1440,46282046
female2.jpg,3840x2160,104011913
bakery.jpg,1996x1447,35705067
earth.jpg,7680x4320,412423316
mountain.jpg,1792x1024,22956820
female.jpg,1920x1080,25764394
cupoi.jpg,5965x3648,271956259
