Image Name,Width x Height,Average Processing Time (ns)
machine.jpg,640x480,707977
cube.jpg,1024x1792,4955954
build.jpg,1326x1920,6912232
dog.jpg,482x640,617964
street.jpg,1920x1280,4877015
car.jpg,1280x720,1874657
lake.jpg,1280x855,2039977
platinum.jpg,2026x2866,11026656
cat.jpg,1280x853,2056368
car2.jpg,2560x1440,6640740
female2.jpg,3840x2160,18764230
bakery.jpg,1996x1447,6527493
earth.jpg,7680x4320,60745362
mountain.jpg,1792x1024,3935349
female.jpg,1920x1080,3743323
cupoi.jpg,5965x3648,39454697
