Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,493708,1171878,291841,145764,519148,2622339
cube.jpg,1024x1792,2021555,5751382,1425334,399803,2375520,11973594
build.jpg,1312x1920,2713403,7503092,2183029,585163,2941444,15926131
dog.jpg,480x640,391044,1220087,260385,118066,533213,2522795
street.jpg,1920x1280,2883499,7542549,2286221,605491,6364806,19682566
car.jpg,1280x720,1254400,3200048,701291,302750,1006155,6464644
lake.jpg,1280x848,1211302,3331609,726645,285138,2526696,8081390
platinum.jpg,2016x2864,6037233,16344122,5755314,1312562,6531918,35981149
cat.jpg,1280x848,1267833,3418057,756671,293772,2200056,7936389
car2.jpg,2560x1440,3693487,9831823,3126084,749997,5347345,22748736
female2.jpg,3840x2160,8669984,22396132,8300492,1839097,8915075,50120780
bakery.jpg,3984x2880,16350100,32924561,12774261,2728856,11359046,76136824
earth.jpg,7680x4320,45746600,98818695,34294483,7334150,36865079,223059007
mountain.jpg,1792x1024,1955804,5088895,1289980,376147,3022145,11732971
female.jpg,1920x1072,2412025,6113159,1719189,492482,2211297,12948152
cupoi.jpg,5952x3648,29558280,65684142,22309834,4683763,31453254,153689273
