Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,8846799,2974688,2389500,2057342,2174736,18443065
cube.jpg,1024x1792,11085026,8212483,3007408,2527175,2672650,27504742
build.jpg,1312x1920,11842769,10490569,3410876,2589250,2503135,30836599
dog.jpg,480x640,8628731,3032746,2226710,2097316,2064655,18050158
street.jpg,1920x1280,11133932,9466133,3476863,2638571,2871963,29587462
car.jpg,1280x720,10384997,4994512,2462422,2264623,2383062,22489616
lake.jpg,1280x848,9216121,4796583,2362682,2036462,2138001,20549849
platinum.jpg,2016x2864,14983308,20634644,6540948,3251909,3589029,48999838
cat.jpg,1280x848,9951851,4896027,2480261,2208584,2272204,21808927
car2.jpg,2560x1440,13181996,13051221,4076580,2912977,3240372,36463146
female2.jpg,3840x2160,17179652,27761884,8704188,3337363,3618938,60602025
bakery.jpg,3984x2880,25768998,39422937,12431464,3690249,3839825,85153473
earth.jpg,7680x4320,66004234,94696111,35534384,10210638,6870154,213315521
mountain.jpg,1792x1024,10723185,7040696,2892100,2354168,2430687,25440836
female.jpg,1920x1072,11299206,8076062,3114252,2615465,2738544,27843529
cupoi.jpg,5952x3648,46410674,62835822,24130756,6428691,5921675,145727618
