Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,456013,776721,258392,154149,409427,2054702
cube.jpg,1024x1792,1883738,3097706,1029748,409704,1395772,7816668
build.jpg,1312x1920,2291515,4027301,1466277,491832,1660430,9937355
dog.jpg,480x640,1232315,814846,237573,122701,379977,2787412
street.jpg,1920x1280,1949039,3871192,1473938,479166,4610248,12383583
car.jpg,1280x720,1852057,1502361,534792,230860,568559,4688629
lake.jpg,1280x848,1625356,1777055,611353,277340,1406913,5698017
platinum.jpg,2016x2864,4154424,8726325,6162385,1464886,3697661,24205681
cat.jpg,1280x848,1653249,1808459,642817,293355,1270418,5668298
car2.jpg,2560x1440,2879501,5394892,3302240,839615,3122438,15538686
female2.jpg,3840x2160,6188460,12226741,10083023,2240092,5365850,36104166
bakery.jpg,3984x2880,10849410,17610117,13767571,3099622,6471887,51798607
earth.jpg,7680x4320,34025578,49814803,38327737,8411921,19287317,149867356
mountain.jpg,1792x1024,2038831,2950977,1162475,421309,2128218,8701810
female.jpg,1920x1072,2167916,3176281,1331713,431323,1236105,8343338
cupoi.jpg,5952x3648,22280115,34415931,26653917,5949778,17001663,106301404
