Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,3046922,2415410,2000282,1817224,2074181,11354019
cube.jpg,1024x1792,6248466,6324141,2781001,2297851,3620706,21272165
build.jpg,1312x1920,7146449,6584660,2820085,2243750,4380184,23175128
dog.jpg,480x640,3240579,2823754,2177122,2136738,2376443,12754636
street.jpg,1920x1280,6599773,5856417,3041511,2084725,6562154,24144580
car.jpg,1280x720,3826841,3147905,2061788,1753533,2293341,13083408
lake.jpg,1280x848,3898497,3583194,2208533,1900349,2964804,14555377
platinum.jpg,2016x2864,12025182,12027791,6904299,2625992,6041900,39625164
cat.jpg,1280x848,4379933,3693921,2129677,1915866,3317890,15437287
car2.jpg,2560x1440,8726873,8694245,3999184,2525671,5738878,29684851
female2.jpg,3840x2160,16231721,14046579,10144757,2996274,9054963,52474294
bakery.jpg,3984x2880,20439818,19328261,14385879,3561844,9041780,66757582
earth.jpg,7680x4320,55726907,51842206,39109055,9124085,24674793,180477046
mountain.jpg,1792x1024,5605284,5113486,2669741,2147061,4007669,19543241
female.jpg,1920x1072,6001514,5575722,2526235,1992509,2772845,18868825
cupoi.jpg,5952x3648,36791838,35009947,26704157,6327997,26184336,131018275
