Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,405815,823772,236912,131315,377097,1974911
cube.jpg,1024x1792,1628846,3739253,1298048,448523,1594909,8709579
build.jpg,1312x1920,2249362,5026466,1722831,519168,1955879,11473706
dog.jpg,480x640,405696,913090,276818,133206,467030,2195840
street.jpg,1920x1280,2072907,5041758,1721035,624625,4024412,13484737
car.jpg,1280x720,805504,1959533,694196,235828,610888,4305949
lake.jpg,1280x848,969635,2519389,624632,258378,1663350,6035384
platinum.jpg,2016x2864,4669726,11079495,5649888,1365077,4176006,26940192
cat.jpg,1280x848,1111355,2257015,744210,310208,1430141,5852929
car2.jpg,2560x1440,2970102,6517344,2824066,899947,3534637,16746096
female2.jpg,3840x2160,6107476,13340391,8484335,1882539,5844992,35659733
bakery.jpg,3984x2880,11268504,20960629,12268671,2708060,7363675,54569539
earth.jpg,7680x4320,36522080,69786024,35446834,7400626,23254331,172409895
mountain.jpg,1792x1024,1656093,3599774,1112017,389193,2083138,8840215
female.jpg,1920x1072,1856382,3754879,1177063,435598,1337101,8561023
cupoi.jpg,5952x3648,22663015,41700622,23467436,5032328,19277592,112140993
