Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,264976,675119,231964,57891,381980,1611930
cube.jpg,1024x1792,1534332,3684071,1848687,352642,2477789,9897521
build.jpg,1312x1920,1884235,4724074,2369597,425034,3808315,13211255
dog.jpg,480x640,228522,716486,215988,56061,441807,1658864
street.jpg,1920x1280,1864815,4325951,2277632,421950,6733128,15623476
car.jpg,1280x720,661671,1707204,579636,105902,727506,3781919
lake.jpg,1280x848,786629,2027763,713094,123609,2407067,6058162
platinum.jpg,2016x2864,4548763,10552815,6386223,1140198,6216717,28844716
cat.jpg,1280x848,806719,2084940,765592,129895,1626050,5413196
car2.jpg,2560x1440,2762231,6445124,3318488,644300,5886052,19056195
female2.jpg,3840x2160,7964410,15457279,9283356,1783178,10702772,45190995
bakery.jpg,3984x2880,12829809,21034633,12724212,2375459,11975002,60939115
earth.jpg,7680x4320,36140682,63406706,36968220,6556067,38357034,181428709
mountain.jpg,1792x1024,1352192,3408834,1581935,281966,2648116,9273043
female.jpg,1920x1072,1495522,3768342,1760125,301352,1927377,9252718
cupoi.jpg,5952x3648,23988210,40279922,24565680,4485063,36469315,129788190
