Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,643031,1859550,336655,162981,715206,3717423
cube.jpg,1024x1792,2864169,9508119,1832962,501482,3478634,18185366
build.jpg,1312x1920,3934177,12394121,2581519,690527,4400549,24000893
dog.jpg,480x640,713617,2120933,404955,172489,843554,4255548
street.jpg,1920x1280,4518992,14229786,3099318,776396,10783345,33407837
car.jpg,1280x720,1416549,4688567,784214,289304,1281524,8460158
lake.jpg,1280x848,1622375,5499255,882840,219766,3762468,11986704
platinum.jpg,2016x2864,8926544,29619996,6290180,1604431,10214388,56655539
cat.jpg,1280x848,1980281,5806994,1090335,305517,3309398,12492525
car2.jpg,2560x1440,5849593,17379734,3765105,998066,8878613,36871111
female2.jpg,3840x2160,12674973,41630341,8879362,2120967,13781319,79086962
bakery.jpg,3984x2880,22480137,58222857,12507863,2945020,17150688,113306565
earth.jpg,7680x4320,66361898,167287141,35595123,8224119,54952748,332421029
mountain.jpg,1792x1024,2836077,8780204,1696604,542473,4679657,18535015
female.jpg,1920x1072,3170302,9599858,1887331,591310,3078753,18327554
cupoi.jpg,5952x3648,40825580,100572305,22999267,5508522,46240387,216146061
