Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,604133,1542683,366186,79549,807649,3400200
cube.jpg,1024x1792,2725059,8510374,2424855,457411,3887478,18005177
build.jpg,1312x1920,3804840,11482529,3357260,638292,5289713,24572634
dog.jpg,480x640,501175,1658049,351129,76276,975481,3562110
street.jpg,1920x1280,3651322,10782490,3183875,567359,13297408,31482454
car.jpg,1280x720,1444889,4094280,944464,192280,1424787,8100700
lake.jpg,1280x848,1757517,4898924,1198239,211187,4582923,12648790
platinum.jpg,2016x2864,9459838,25880822,7166414,1459069,10445769,54411912
cat.jpg,1280x848,1605215,4782923,1125187,195776,3086373,10795474
car2.jpg,2560x1440,6055905,15712453,4297049,843800,9631717,36540924
female2.jpg,3840x2160,14686044,35427777,10010050,2005918,16518490,78648279
bakery.jpg,3984x2880,23223154,49290937,13860789,2720856,18418561,107514297
earth.jpg,7680x4320,69318660,142680754,41060073,7847388,62876290,323783165
mountain.jpg,1792x1024,2707488,7786898,2194506,396927,4946133,18031952
female.jpg,1920x1072,3065798,8772565,2484967,461785,3130552,17915667
cupoi.jpg,5952x3648,44859396,94709607,26561318,5337570,63301543,234769434
