Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,2106940,2213797,1504392,1383401,1919149,9127679
cube.jpg,1024x1792,6128983,5184080,2638456,1802882,3522786,19277187
build.jpg,1312x1920,7111043,6185063,3009113,1731788,4339354,22376361
dog.jpg,480x640,2670140,2642448,1473341,1407046,1736989,9929964
street.jpg,1920x1280,6635746,5991997,2842547,1721026,7143922,24335238
car.jpg,1280x720,3330744,3268899,1538322,1273073,1689750,11100788
lake.jpg,1280x848,3809599,3619023,1635091,1351116,2712242,13127071
platinum.jpg,2016x2864,13935171,14086089,7226360,2199458,5836393,43283471
cat.jpg,1280x848,3793604,3508457,1775083,1384451,2820739,13282334
car2.jpg,2560x1440,9894621,10624526,4549394,1975137,5956691,33000369
female2.jpg,3840x2160,20223677,18552343,10245215,2791715,10257561,62070511
bakery.jpg,3984x2880,27428351,25198189,14053881,3567723,9851839,80099983
earth.jpg,7680x4320,80125073,73045874,38915103,8608518,30784834,231479402
mountain.jpg,1792x1024,5368756,5019532,2239740,1560484,3797005,17985517
female.jpg,1920x1072,5774532,5388982,2548846,1627439,2673967,18013766
cupoi.jpg,5952x3648,51868290,48982144,25706295,6337204,31660165,164554098
