Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,797207,2647844,420581,172892,994502,5033026
cube.jpg,1024x1792,4102760,13886875,2515779,654251,4938211,26097876
build.jpg,1312x1920,5448255,18681216,3633562,956879,6301719,35021631
dog.jpg,480x640,760710,2714874,411250,183975,1022835,5093644
street.jpg,1920x1280,5085256,17338050,3305286,911822,13354390,39994804
car.jpg,1280x720,2040921,6704762,1119749,377638,1830817,12073887
lake.jpg,1280x848,2186048,7940290,1258787,319670,5305094,17009889
platinum.jpg,2016x2864,12686402,41782674,8027237,1997512,14558772,79052597
cat.jpg,1280x848,2276652,8028842,1220363,283368,4506872,16316097
car2.jpg,2560x1440,8056805,27489290,5221037,1275956,11747067,53790155
female2.jpg,3840x2160,18150950,58875341,11832540,3059282,19290344,111208457
bakery.jpg,3984x2880,30340962,81738592,15034795,3848685,23403258,154366292
earth.jpg,7680x4320,88967265,228498414,46176577,11037825,75655713,450335794
mountain.jpg,1792x1024,4147996,14162810,2532831,728609,7081306,28653552
female.jpg,1920x1072,4322523,14083755,2498117,727280,4211325,25843000
cupoi.jpg,5952x3648,58291154,152405740,28376648,6983626,66577632,312634800
