Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,226358,566885,295112,108199,948587,2145141
cube.jpg,1024x1792,5944220,2571689,1837849,1759778,5724152,17837688
build.jpg,1312x1920,1724564,3565751,3204171,563794,4220592,13278872
dog.jpg,480x640,258413,500288,669259,698605,359480,2486045
street.jpg,1920x1280,1616150,3050854,2616712,444619,6160179,13888514
car.jpg,1280x720,1153472,1643380,568794,352279,1221157,4939082
lake.jpg,1280x848,799425,1403350,725429,108134,2019769,5056107
platinum.jpg,2016x2864,4357681,7404784,6809711,1304647,9798347,29675170
cat.jpg,1280x848,802579,1429345,831737,322017,1654084,5039762
car2.jpg,2560x1440,2590087,4537469,3370610,680138,6363881,17542185
female2.jpg,3840x2160,7175314,10556113,9906952,2236451,12312492,42187322
bakery.jpg,3984x2880,12628700,14844359,13772968,2899693,16004464,60150184
earth.jpg,7680x4320,37017739,41972770,41920620,8331394,47865282,177107805
mountain.jpg,1792x1024,2029397,2215068,1945962,1919765,3313737,11423929
female.jpg,1920x1072,1334368,2415535,2383221,1515521,2507115,10155760
cupoi.jpg,5952x3648,23985166,27021396,26396553,5932351,40097234,123432700
