Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,3872303,2189603,1110657,1035051,1010335,9217949
cube.jpg,1024x1792,6871130,8493081,2246068,1483697,1636529,20730505
build.jpg,1312x1920,8196573,11037984,3070464,1847043,1675193,25827257
dog.jpg,480x640,5013952,2569326,1348934,1390992,1302253,11625457
street.jpg,1920x1280,7953172,9855471,2609451,1647618,1900923,23966635
car.jpg,1280x720,5228674,4273933,1485146,1144839,1146667,13279259
lake.jpg,1280x848,6126599,5248556,1823563,1411022,1472332,16082072
platinum.jpg,2016x2864,12894786,22548660,6189838,2414284,2537847,46585415
cat.jpg,1280x848,5582186,5099897,1564127,1245169,1350015,14841394
car2.jpg,2560x1440,9891477,14299769,4158705,2018759,2134488,32503198
female2.jpg,3840x2160,16972844,31578618,8709319,2980537,2951530,63192848
bakery.jpg,3984x2880,25339082,41403392,11776490,3655266,3145401,85319631
earth.jpg,7680x4320,68115892,110575993,33738465,9103528,7079021,228612899
mountain.jpg,1792x1024,6959516,8124705,2131895,1441399,1471793,20129308
female.jpg,1920x1072,6938798,8593188,2377667,1541156,1545086,20995895
cupoi.jpg,5952x3648,45924951,79548460,22027765,6159138,6487842,160148156
