Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,2146195,2223427,1171343,1541752,1637354,8720071
cube.jpg,1024x1792,5603183,5444418,2586404,1776362,3805648,19216015
build.jpg,1312x1920,6471439,6223187,2827505,1794863,4669817,21986811
dog.jpg,480x640,2377773,2648687,1987670,1757378,1906129,10677637
street.jpg,1920x1280,6396999,6079648,2803232,1850905,6889808,24020592
car.jpg,1280x720,3365830,3524971,1735733,1620394,2117472,12364400
lake.jpg,1280x848,3873875,3399779,1827102,1383045,3036288,13520089
platinum.jpg,2016x2864,12941087,12359609,7298019,2388991,5751703,40739409
cat.jpg,1280x848,3630665,3469827,2061798,1452675,3034156,13649121
car2.jpg,2560x1440,9266346,8750588,4373412,2094461,5832292,30317099
female2.jpg,3840x2160,18364617,16637189,10443278,2848439,9981839,58275362
bakery.jpg,3984x2880,24793019,23484987,14047045,3626117,9239738,75190906
earth.jpg,7680x4320,74626802,68555156,38474126,9006012,28414028,219076124
mountain.jpg,1792x1024,5751518,5319584,2323401,1661965,4216991,19273459
female.jpg,1920x1072,6277782,5630628,2546455,1726216,2682864,18863945
cupoi.jpg,5952x3648,48139699,45485086,25741991,6354681,31102150,156823607
