Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,584147,1523710,236260,74487,130829,2549433
cube.jpg,1024x1792,3274460,8869027,1713777,573917,743146,15174327
build.jpg,1312x1920,4195423,11898554,2484207,690289,664780,19933253
dog.jpg,480x640,624081,1916027,275614,103463,160709,3079894
street.jpg,1920x1280,4372537,12111771,2552458,688404,1103366,20828536
car.jpg,1280x720,2497137,5906262,1056894,358281,321218,10139792
lake.jpg,1280x848,2630702,6696954,1139545,366319,539159,11372679
platinum.jpg,2016x2864,10650968,29231522,5825704,1808947,1891336,49408477
cat.jpg,1280x848,1967707,5428270,855729,278537,440860,8971103
car2.jpg,2560x1440,6694259,16680334,3711453,1104685,1329146,29519877
female2.jpg,3840x2160,14228615,35497895,7498405,2282732,2173764,61681411
bakery.jpg,3984x2880,24461608,50536926,10388841,3082298,2864941,91334614
earth.jpg,7680x4320,71599444,144643575,28832174,8670539,7128535,260874267
mountain.jpg,1792x1024,3283687,8659288,1679485,510414,709902,14842776
female.jpg,1920x1072,3832114,9836136,2005620,635069,516214,16825153
cupoi.jpg,5952x3648,47083993,96272887,19538034,6082581,6633825,175611320
