Image Name,Width x Height,Gaussian Time (ns),Gradient Time (ns),Reduce Time (ns),Double Threshold Time (ns),Edge Hysteresis Time (ns),Total Processing Time (ns)
machine.jpg,640x480,371081,990321,328417,65046,543356,2298221
cube.jpg,1024x1792,1707046,4906358,1882748,378260,2748465,11622877
build.jpg,1312x1920,2441647,6582412,2514549,492855,4067802,16099265
dog.jpg,480x640,313358,991054,247754,53383,588315,2193864
street.jpg,1920x1280,2447710,6170294,2405007,431691,8991706,20446408
car.jpg,1280x720,846230,2352379,634458,118159,865422,4816648
lake.jpg,1280x848,1013036,2765638,791359,136235,2867301,7573569
platinum.jpg,2016x2864,5818730,14258015,6081747,1172675,7029890,34361057
cat.jpg,1280x848,999502,2746459,749188,132853,1897878,6525880
car2.jpg,2560x1440,3719782,8646397,3467941,657262,6748962,23240344
female2.jpg,3840x2160,8821421,19354959,8621080,1704581,11014045,49516086
bakery.jpg,3984x2880,14857757,27064490,11223390,2248126,12452794,67846557
earth.jpg,7680x4320,42108639,81587981,35116956,6249717,41919982,206983275
mountain.jpg,1792x1024,1635495,4632918,1659904,302134,3314905,11545356
female.jpg,1920x1072,1825024,5088361,1821546,335325,2079993,11150249
cupoi.jpg,5952x3648,28248139,53364628,22897911,4278167,39860101,148648946
